id,name,sequence,channel_id/id,is_category,is_published,is_preview,slide_category,video_url
slide_section_website_7,Lead creation from website ?,707,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/P3YFE3lfXPo
slide_section_website_8,How to customize website ,708,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/n1HGBwEx0HU
slide_section_website_9,How to optimize SEO  website ?,709,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/L8Q9DiGfkPU
slide_section_ecom_0,E-Commerce,800,odoo_functional_tutorial.slide_channel_odoo_functional,1,1,0,document,
slide_section_ecom_1,E-Commerce Overview,801,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/3f5B34-nZC8
slide_section_ecom_2,How to suggest optional products to the customer  website?,802,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=P1HD17cEooo
slide_section_ecom_3,How to suggest alternative products to customers  website?,803,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=pTVYFY5rW3w
slide_section_ecom_4,How to sell digital contents?,804,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/O5_DYi3AqrA
slide_section_ecom_5,How to compare products?,805,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/udqEMohRjlw
slide_section_ecom_6,How to Use Pricelists in Odoo 16 Website?,806,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=gOAR-pyTxVg
slide_section_ecom_7,Configuring Multi currency in website,807,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=pdQuURxoqpQ
slide_section_ecom_8,How customers can enter shipping address website?,808,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/8JwTyLHszuI
slide_section_ecom_9,Odoo 16 Abandoned Carts,809,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=XLGJasQxHyc
slide_section_ecom_10,How to Sell a Products Using Odoo 16 Website,810,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=5C7BE2wlcC0
slide_section_ecom_11,How to add blogs to website ,811,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/9VY9QVjOp9U
slide_section_ecom_12,How to create pages and edit layout,812,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/t11Lm1JYd6Y
slide_section_ecom_13,How to configure payment acquirers,813,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/yBTIGczzLfk
slide_section_ecom_14,Difference between optional product and accessories,814,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=oWIkLgBWTBQ
slide_section_ecom_15,What is Link trackers and how to configure it  ecommerce website,815,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/u-Ly5iwLB68
slide_section_ecom_16,How to configure shipping website,816,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/YqFMoZD6mYM
slide_section_ecom_17,Odoo 16 eCommerce Shopping Features,817,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=4x-LxfhHjuw
slide_section_mrp_0,Manufacturing,900,odoo_functional_tutorial.slide_channel_odoo_functional,1,1,0,document,
slide_section_mrp_1,Manufacturing Overview,901,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/UkY0eioJUrQ
slide_section_mrp_2,Bill of Materials Manufacturing,902,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/E91NStXkHHs
slide_section_mrp_3,Manufacturing Order Management Manufacturing,903,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/klsijAuj_RA
slide_section_mrp_4,How to configure work Centers Manufacturing,904,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/KrUWLx4qSbo
slide_section_mrp_5,How to Unbuild a Product Manufacturing,905,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/f1mtpd5gxP0
slide_section_mrp_6,Scrap Orders Management Manufacturing,906,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=KSmdcNcwjLs
slide_section_mrp_7,Subcontracting Manufacturing,907,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=4FSFzSGWxRM
slide_section_mrp_8,Product Lifecycle Management Manufacturing,908,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/n2lCaXVUcXM
slide_section_mrp_9,Quality Management Manufacturing,909,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=a-duShl_OOI
slide_section_mrp_10,Maintenance Management Manufacturing,910,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/KvDv4_fKmNs
slide_section_mrp_11,Repair Management Manufacturing,911,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/TSeur6WW6Qw
slide_section_hr_0,Human Resource,950,odoo_functional_tutorial.slide_channel_odoo_functional,1,1,0,document,
slide_section_hr_1,Human Resource Overview,951,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/YqFMoZD6mYM
slide_section_hr_2,Odoo 16 Attendance Module,952,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=ihhuHWuFU4g
slide_section_hr_3,Open HRMS Employee Branch Transfer,953,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/Qva8kW6xn4c
slide_section_hr_4,Open HRMS Employee Background Verification,954,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/mH5SzuKHa30
slide_section_hr_5,Open HRMS Employee History,955,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/TaaDrBn3csc
slide_section_hr_6,Open HRMS Leave Request Aliasing,956,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/jQFAP20k_Wc
slide_section_hr_7,Open HRMS Gratuity Settlement in Odoo 15,957,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=NITjRN6a6Jc
slide_section_hr_8,Open HRMS Employee From User,958,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=_BJKt6zGjcs
slide_section_hr_9,Open HRMS Loan Management App,959,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/lAT5cqVZTZI
slide_section_hr_10,Open HRMS Employee Info App,961,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/eEecchfl-Q4
slide_section_hr_11,Open HRMS Loan Accounting App,962,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/NFZfiHyn0-0
slide_section_hr_12,Open HRMS Official Announcements,963,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/VPh1A9-jM5Q
slide_section_hr_13,Open HRMS Custody App,964,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/rd62HYzZxFI
slide_section_hr_14,Open HRMS Employee Document Management,965,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/4fe5tzAG8Ng
slide_section_hr_15,Open HRMS GOSI Contribution Module,966,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/AedTkYdKu8s
slide_section_misc_0,Other Apps,1000,odoo_functional_tutorial.slide_channel_odoo_functional,1,1,0,document,
slide_section_misc_1,Discuss,1001,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=6s6Q_vkRnSk
slide_section_misc_2,Contacts,1002,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=LNy7rLrSj_U
slide_section_misc_3,Calender,1003,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=dmAZMRfz97w
slide_section_misc_4,Notes,1004,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=G8OdPI1oKJU
slide_section_misc_5,Document,1005,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=BV7EaVa-0bs
slide_section_misc_6,Sign,1006,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=kUx2zOtAMLA
slide_section_misc_7,Helpdesk ,1007,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=BiS7FVA7ofI
slide_section_misc_8,Live Chat,1008,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=QKqJlvd2-hA
slide_section_misc_9,eLearning ,1009,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=37ub333zmtU&t=2s
slide_section_misc_10,Events ,1010,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=nXZkLuue3eI
slide_section_misc_11,Lunch,1011,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=Jh2YkmX1bgc
slide_section_misc_12,Members ,1012,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=sG8P2SqP4CQ
slide_section_misc_13,Rental,1013,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=Q8qvPE24BWc
slide_section_misc_14,Subscription,1014,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=dmSDQSrJoGM&t=1555s
slide_section_misc_15,Studio,1015,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=oKoAdmeZxSo
slide_section_misc_16,Fleet ,1016,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=62l_U362kPE
slide_section_misc_17,Approvals,1017,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=4ZIzeo3bxqM
slide_section_misc_18,Email Marketing,1018,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=oSL17TZ8kbI
slide_section_misc_19,SMS Marketing,1019,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=YFIoZd-Bj8E
slide_section_misc_20,Social Marketing,1020,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=aYQUvuqvNVs
slide_section_misc_21,Marketing Automation,1021,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://youtu.be/ctZxLGPFDcE
slide_section_misc_22,Knowledge,1022,odoo_functional_tutorial.slide_channel_odoo_functional,0,1,1,video,https://www.youtube.com/watch?v=GZbE_HkISZM
